,Inv Item,Labels,Text
1528,ARC-226458,Compressor Valve - Rebuild Kit,EXTERRAN KIT COMPRESSOR VALVE REBUILD EXTERRAN KT4271790
1529,ARC-169314,Switch - Engine,CATERPILLAR SWITCH MAGNETIC 100A 24V INCLUDES (1) 1028802 RECEPTACLE KIT (2) 8T8729 CONNECTOR PINS (2) 3F9556 LOCKWASHERS (2) 4F2294 JAMNUTS (2) 6V8378 NUTS (2) 8F1434 LOCKWASHERS CATERPILLAR 3980940
1530,ARC-184779,Piston - Compressor - Rod,ARIEL CORP. ROD PISTON ARIEL CORP. C0476
1531,ARC-193374,Sensor - Engine,CATERPILLAR SENSOR CATERPILLAR 1420215
1532,ARC-233646,Misc,GEMINI BOLT FOR COMPRESSOR GEMINI 4061617
1533,ARC-184147,Compressor Valve - Suction,ARIEL CORP. VALVE COMPRESSOR CYLINDER SUCTION NYLON PLATES 70RX ARIEL CORP. B3075U
1534,ARC-206767,Bearing - Cooler - Pillow Block,DODGE BEARING PILLOW BLOCK SPHERICAL 2.1875 DIA SHAFT 65DEG SETSCREW 2 BOLT MOUNT NON-EXPANSION CI HOUSING DODGE P2BS2203R
1535,ARC-167778,Valve - Dump,MURPHY KIT PROCESS VALVE DUMP 2 X 1 DVU2120 SEAL MURPHY 55000272
1536,ARC-246234,Controller - Liquid Level,PENBERTHY GAUGECOCK BALL CHECK SHUT-OFF 1/2 FNPT GA CONN 3/4 MNPT UNION VESSEL CONN OFFSET PATTERN 3900 PSI 200 DEG F FORGED CS BODY INTEGRAL SEAT 1/2 FNPT THD HANDWHEEL INTEGRAL BONNET 2 PER PACK PENBERTHY 330J
1537,ARC-250210,Seal - Compressor,SULLAIR SEAL REBUILT
1538,ARC-214937,Misc,ARIEL CORP. CRANKSHAFT COMPRESSOR 2-THROW ASSEMBLY FORGED STEEL COMPRESSOR MODEL JGA:Q:P/2 REBUILT ARIEL CORP. AD2964
1539,ARC-186102,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD 98RX ARIEL CORP. KB0260E
1540,ARC-195303,Sensor - Engine,CATERPILLAR BUFFER SENSOR CONTROL GP-ELECTRONIC CATERPILLAR 2904619
1541,ARC-189475,Filter - Air,BALDWIN FILTER ELEMENT OUTER 0.906 ID 12.125 OD 20.375 LG AIR BALDWIN PA2518
1542,ARC-270387,Gasket - Misc,POWERTHERM GASKET KIT FIBER 5 POWERTHERM M47FF500
1543,ARC-271440,Misc,AMERICAN MILLENNIUM ALARM SYSTEM 12VDC AMERICAN MILLENNIUM SMUJRVIBRATION
1544,ARC-266438,Filter - Coalescer,BALSTON FILTER ELEMENT COALESCER BALSTON 10025DX
1545,ARC-205841,Belt,DAYCO BELT V HEAVY DUTY 1 BAND 72 LG 0.875 TOP WD 0.531 THK C RBR POLYESTER CORD DAYCO C68
1546,ARC-274121,Belt,GATES BELT V LIGHT DUTY 1 BAND 90 LG 0.5 TOP WD 0.312 THK A EPDM POLYESTER CORD GATES A88
1547,ARC-198249,Gasket - Engine - Misc,CATERPILLAR GASKET ENGINE NON-ASBESTOS CATERPILLAR 5L8484
1548,ARC-168598,Misc,AMERICAN MILLENNIUM TERMINAL LAND SATELLITE COMMUNICATION IDP-680 SIDE ENTRY CONNECTOR 10-PIN MALE INTEGRATED HARDWARE GPS AMERICAN MILLENNIUM SM201205SXG
1549,ARC-195582,Sparkplug,CATERPILLAR SPARKPLUG
1550,ARC-221386,Misc,ASCO VALVE  INC COIL ASCO VALVE  INC 062691002D
1551,ARC-192640,Alternator,CATERPILLAR ALTERNATOR 24V OEM REBUILT
1552,ARC-252634,Starter,TDI STARTER PRE-ENGAGED REBUILT TDI T3066001501R
1553,ARC-185995,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD MT PLATES 79RX ARIEL CORP. KB0056DD
1554,ARC-186318,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD PEEK PLATES 98RX/98R1 ARIEL CORP. KB1010N
1555,ARC-246084,Filter - Fuel,PECO FILTER ELEMENT INLET 3.125 ID 4.5 OD 36 LG 5 MICRON GAS PECO PCHG336SCW
1556,ARC-172387,Exhaust - Manifold,AFTERMARKET MANIFOLD EXHAUST FOR F1197G AFTERMARKET A123542D
1557,ARC-198953,Misc,CATERPILLAR ROCKER ARM G3306 CATERPILLAR 6I1650
1558,ARC-194626,Misc,CATERPILLAR COVER CATERPILLAR 1W4542
1559,ARC-184068,Compressor Valve - Suction,ARIEL CORP. VALVE COMPRESSOR CYLINDER SUCTION MT PLATES 52RX REBUILT ARIEL CORP. B2930AA
1560,ARC-172450,Compressor Valve - Suction,AFTERMARKET VALVE COMPRESSOR CYLINDER SUCTION 79RX AFTERMARKET B0055E
1561,ARC-240222,Controller - Misc,KIMRAY CONTROLLER DUMP CME2 KIMRAY CME2
1562,ARC-197124,Fitting,CATERPILLAR FITTING ELBOW CATERPILLAR 4L3307
1563,ARC-202263,Engine Control Module,CATERPILLAR HARNESS WIRE CATERPILLAR 9Y3478
1564,ARC-220966,Misc,ALTRONIC THERMOCOUPLE K 10 STEM LG 50' WIRE LG 1/2 NPT CONDUIT ALTRONIC TCK1050
1565,ARC-187440,Belt,ARROW ENGINE BELT V COGGED 1 BAND 45 LG 0.421 TOP WD 0.38 THK RBR
1566,ARC-203108,Sparkplug,CHAMPION SPARK PLUG SPARKPLUG 582 CHAMPION SPARK PLUG RW82P
1567,ARC-186184,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD SUCTION 42RX FITS JGM CYLINDERS ARIEL CORP. KB0310E
1568,ARC-175926,Ignition - Mag,ALTRONIC MAGNETO ALTRONIC III VERTICAL FLANGE MOUNT 1 SLOT FOR 12-CYLINDER ENGINE REBUILT ALTRONIC 12A33HA
1569,ARC-170701,Misc,ACCUSHIM SHIM SET COMPLETE 3 WD 3 LG B SIZE FULL ACCUSHIM BFULLKIT
1570,ARC-225576,Belt,CUMMINS TENSIONER BELT ALUM ALLOY/STL KTA 19 CUMMINS 5270123
1571,ARC-243227,Misc,MURPHY DOOR LATCH SWIVEL/LATCH  PANEL LATCH PANEL MURPHY 00000825
1572,ARC-251435,Misc,SWAGELOK TUBE UNION STRAIGHT 1/4 COMP X 1/4 COMP 316 SS
1573,ARC-270704,Starter,CUMMINS STARTER 12VDC 39MT CW ROTATION 11 TOOTH CUMMINS 5367762
1574,ARC-229001,Filter - Misc,FISHER FILTER-REGULATOR 1/4 NPT 250 PSI INLET 5-35 PSI ALUM
1575,ARC-184685,Piston - Compressor - Rod,ARIEL CORP. ROD PISTON 21.553 LG 3-1/2 STROKE ARIEL CORP. C0070
1576,ARC-198689,Gasket - Engine - Head,CATERPILLAR KIT GASKET HEAD G342 CATERPILLAR 5P9237
1577,ARC-184139,Compressor Valve - Discharge,ARIEL CORP. VALVE COMPRESSOR CYLINDER DISCHARGE MT PLATES 70RX ARIEL CORP. B3074BB
1578,ARC-217949,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD SUCTION NYX PLATES 79CRE ARIEL CORP. KB6054T
1579,ARC-174956,Piston - Compressor - Rod,COOPER-AJAX ROD PISTON COOPER-AJAX K77161
1580,ARC-270434,Misc,NONE TESTER BATTERY BACK LIT LED DISPLAY 70 LG LEADS 6V & 12V BATTERIES 12V & 24V CHARGING/STARTING SYSTEMS DHC RT003
1581,ARC-189591,Filter - Air,BALDWIN FILTER ELEMENT AIR 181MM ID 291.3MM OD BALDWIN RS3508
1582,ARC-217417,Misc,ARIEL CORP. LUBRICATOR FORCE FEED 1/2 SHAFT (1) PUMP TANK ASSEMBLY LEFT HAND THREADS ARIEL CORP. D6137
1583,ARC-182368,Piston - Compressor,ARIEL CORP. PISTON COMPRESSOR 3 DIA JG ARIEL CORP. B0766
1584,ARC-184929,Piston - Compressor - Rod,ARIEL CORP. ROD PISTON 29-1/4 LG 3-1/2 STROKE ARIEL CORP. C1214
1585,ARC-188076,Starter,ARROW ENGINE STARTER ENGINE VRG220/330 ARROW ENGINE 69754A
1586,ARC-211830,Fuel Injector,ENDYN VALVE CARTRIDGE STYLE REBECCA FOR FUEL INJECTOR LEAN BURN ENDYN YAE50991
1587,ARC-178415,Piston - Compressor - Ring ,ARIEL CORP. RING PISTON 7-1/8 DIA JG:A:W ARIEL CORP. A0174
1588,ARC-222940,Misc,CATERPILLAR TRANSFORMER
1589,ARC-268709,Battery - Dry,DEKA (EAST PENN MANUFACTURING) BATTERY DRY CELL HEAVY DUTY 12V POST
1590,ARC-171971,Compressor Valve - Suction,AFTERMARKET VALVE COMPRESSOR CYLINDER SUCTION 70RX MODEL NO: DA AFTERMARKET 425163
1591,ARC-226027,Hose,FLEXFAB HOSE COOLANT 2-1/2 DIA 150 PSI SILICONE BLUE HEAVY DUTY FLEXFAB FLX5515250
1592,ARC-233371,Shaft - Compressor,GEMINI SHAFT FAN GEMINI 405069
1593,ARC-226702,Alternator,D&F BATTERY AND ELECTRIC INC ALTERNATOR BRUSHLESS 60A 24V BRACKET MOUNT
1594,ARC-192130,Turbocharger,CATERPILLAR TURBOCHARGER GROUP G342 OEM REBUILT CATERPILLAR 0R5832
1595,ARC-168387,Compressor Valve - Discharge,ARIEL CORP. VALVE COMPRESSOR CYLINDER DISCHARGE CS BODY PCX PLATES 79CRE ARIEL COMPRESSOR REBUILT
1596,ARC-261377,Gasket - Engine - Head,WAUKESHA KIT GASKET OVERHAUL HEAD F1197 WAUKESHA G979110
1597,ARC-268328,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD DISCHARGE VALVE MTX PLATES 52RX ARIEL CORP. KB3213CC
1598,ARC-196742,Actuator,CATERPILLAR ACTUATOR G398 ENGINE CATERPILLAR 3N9124
1599,ARC-243879,Valve - Fuel Shut Off,MURPHY VALVE FUEL SHUT-OFF 1 FNPT X 1/4 FNPT 80 PSI SAND CAST ALUM BUNA-N SEAT W/BLOCK AND VENT ENERGIZE TO CLOSE MANUAL OPEN TWO SPDT SWITCHES BATTERY POWERED COIL CSA APPROVED MURPHY M2582B
1600,ARC-200051,Misc,CATERPILLAR CARBURETOR G3306 CATERPILLAR 7E1814
1601,ARC-213319,Misc,JMS SOUTHEAST  INC. THERMOCOUPLE K 1/2 NPT 1/4 SHEATH DIA 4-1/2 STEM LG 3 U -325 TO 2282 DEG F ALUM HEAD UNGROUNDED 3/4 NPT CONDUIT HEAD SPRING LOADED MOUNT JMS SOUTHEAST  INC. DWG24584ABHM
1602,ARC-176767,Misc,ALTRONIC MODULE CONTROLLER DE-2500 CONTROLLER SYSTEM ALTRONIC DE2500
1603,ARC-233786,Piston - Compressor - Rod,GEMINI ROD PISTON GEMINI 4065408
1604,ARC-175511,Compressor Valve - Suction,COOPER-AJAX VALVE COMPRESSOR CYLINDER SUCTION COOPER-AJAX YVS30
1605,ARC-188264,Oil Cooler,ARROW ENGINE COOLER OIL G3306 FOR ENGINE MODEL: G3304 ARROW ENGINE A7N0110
1606,ARC-188065,Engine Governor,ARROW ENGINE GOVERNOR ENGINE VRG220/330 ASSEMBLY ARROW ENGINE 68031E
1607,ARC-237427,Starter,INGERSOLL RAND (AIR MOTORS) STARTER PNEUMATIC 12 TOOTH REBUILT INGERSOLL RAND (AIR MOTORS) 5BMGA56RH5F
1608,ARC-205907,Catalyst Element,DCL ELEMENT CATALYST FOR: DC49-6 CONVERTER 1 ELEMENT  DCL DC496
1609,ARC-196840,Seal - Engine,CATERPILLAR SEAL LIP PTFE CATERPILLAR 3S9643
1610,ARC-171589,Head,AFTERMARKET HEAD CYLINDER ENGINE F1197 REBUILT AFTERMARKET 123402
1611,ARC-238861,Filter - Oil,JONELL FILTER ELEMENT OIL 2.625 ID JONELL JPME73615W
1612,ARC-198973,Head,CATERPILLAR HEAD CYLINDER ENGINE G3306 SHORT VALVE CATERPILLAR 6I2401
1613,ARC-186057,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD DISCHARGE ARIEL CORP. KB0251H
1614,ARC-193772,Gasket - Engine - Misc,CATERPILLAR GASKET ENGINE CORK G3306 CATERPILLAR 1694200
1615,ARC-186216,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD 98R1 ARIEL CORP. KB0365H
1616,ARC-187610,Seal - Engine,ARROW ENGINE SEAL REAR OIL W/TFE LIP & WEAR SLEEVE ENGINE ARROW ENGINE 208458T
1617,ARC-176780,Switch Gauge,ALTRONIC SWITCHGAUGE PRESSURE 1/4 NPS 316 SS CONNECTION -15/0-500 PSI 4-1/2 DIAL DIGITAL DISPLAY POLYCARBONATE LENS MNPT ADJUSTABLE BACK OR BOTTOM CONNECTION ALTRONIC DPS1591DP500
1618,ARC-195330,Alternator,CATERPILLAR ALTERNATOR 65A 24V CATERPILLAR 2988838
1619,ARC-184090,Compressor Valve - Suction,ARIEL CORP. VALVE COMPRESSOR CYLINDER SUCTION MT PLATES 60CRO WIDELAND ARIEL CORP. B2993CC
1620,ARC-186782,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD DISCHARGE MTX PLATES 137CHT ARIEL CORP. KB2268AA
1621,ARC-210833,Packing Kit,ENDYN PACKING PREFORMED WIPER 2-1/2 DIA ENDYN BM1328L1
1622,ARC-195278,Gasket - Engine - Misc,CATERPILLAR KIT GASKET TURBOCHARGER CATERPILLAR 2823657
1623,ARC-214199,Compressor Valve - Suction,ARIEL CORP. VALVE COMPRESSOR CYLINDER SUCTION MTX PLATES 79CRE ARIEL CORP. B5730CC
1624,ARC-242240,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 50 PSI SET 1 MNPT X 1 FNPT SS BODY VITON 90 DURO SEAT VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 MERCER VALVE 9117D51V05E1
1625,ARC-218380,Sensor - Engine,CATERPILLAR SENSOR TEMPERATURE GROUP GROUP CATERPILLAR 3832984
1626,ARC-176316,Alternator,ALTRONIC ALTERNATOR ALTRONIC II 4A 24V ALTRONIC 590111G
1627,ARC-242056,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 1440 PSI SET 1051 TO 1500 PSI 0.212 SQ IN 1 MNPT X 1 FNPT SS BODY TEFLON SEAT SS DISC SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 MERCER VALVE 8117151P65G11
1628,ARC-181922,Compressor Valve - Discharge,ARIEL CORP. VALVE COMPRESSOR CYLINDER DISCHARGE 134R1 REBUILT ARIEL CORP. B0265E
1629,ARC-242316,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 1440 PSI SET 1 MNPT X 1 FNPT SS BODY 15% GLASS FILLED TEFLON SEAT 17-4 SS DISC 17-4 SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP 17-7 PH SS SPRING ASME SECTION VIII - DIV 1 MERCER VALVE 9
1630,ARC-227298,Sensor - Pressure,ENBASE SENSOR PRESSURE 0-1500 PSI
1631,ARC-170719,Starter,AC DELCO STARTER ELECTRIC 24VDC 28MT 12 TOOTH REBUILT AC DELCO 1047960
1632,ARC-201205,Misc,CATERPILLAR SHEAVE CATERPILLAR 8L4897
1633,ARC-171895,Gasket - Engine - Valve Cover,AFTERMARKET GASKET COVER TOP 0.031 THK AFTERMARKET 4064347
1634,ARC-184718,Gasket - Compressor - Misc,ARIEL CORP. GASKET COMPRESSOR ARIEL CORP. C0159
1635,ARC-254592,Head,WAUKESHA HEAD CYLINDER ENGINE F1197G REBUILT WAUKESHA 123402
1636,ARC-252600,Starter,TDI STARTER TURBINE T112-B REBUILT TDI T11260043B2L
1637,ARC-233614,Piston - Compressor - Ring,GEMINI PISTON COMPRESSOR RING CARRIER GEMINI 4060897
1638,ARC-231296,Belt,GATES BELT V COGGED 1 BAND 123 LG 0.625 TOP WD 0.546 THK 5VX RBR POLYESTER CORD GATES 5VX1230
1639,ARC-267181,Misc,NONE PIN TAPER #10 6 LG
1640,ARC-196629,Pump - Water,CATERPILLAR PUMP WATER G3406 REBUILT CATERPILLAR 3N4851
1641,ARC-233855,Piston - Compressor - Ring,GEMINI PISTON COMPRESSOR RING CARRIER GEMINI 4068243
1642,ARC-243259,Misc,MURPHY BLOCK CONTACT NO MURPHY 00006095
1643,ARC-245144,Valve - Dump,NORRISEAL VALVE DUMP 2X1 2200 PSI
1644,ARC-189313,Filter - Oil,BALDWIN FILTER ELEMENT OIL 120.7MM OD 294.5MM LG 1-1/8 NPT BALDWIN BT8876MPG
1645,ARC-175769,Relay,ALLEN BRADLEY RELAY 24VDC SPDT OUTPUT (1 C/O) 24V ALLEN BRADLEY 700TBR24
1646,ARC-181583,Compressor Valve - Discharge,ARIEL CORP. VALVE COMPRESSOR CYLINDER DISCHARGE 98R1 REBUILT ARIEL CORP. B0074E
1647,ARC-268930,Pump - Misc,CUMMINS PUMP COOLANT FLANGE MOUNT KTA19 CUMMINS CUMMINS 4025310
1648,ARC-233653,Gasket - Engine - Head,GEMINI GASKET COMPRESSOR HEAD HPD GEMINI 4061714
1649,ARC-192797,Sensor - Engine,CATERPILLAR SENSOR 3412 CATERPILLAR 1166806
1650,ARC-184293,Compressor Valve - Suction,ARIEL CORP. VALVE COMPRESSOR CYLINDER SUCTION NYLON PLATES 75 DIA ARIEL CORP. B3453U
1651,ARC-199104,Exhaust - Misc,CATERPILLAR GASKET EXHAUST CATERPILLAR 6L4716
1652,ARC-197792,Seal - Engine,CATERPILLAR SEAL REAR D4281ONLY STYLE G379/G398/G399 CATERPILLAR 4W2607
1653,ARC-182085,Compressor Valve - Suction,ARIEL CORP. VALVE COMPRESSOR CYLINDER SUCTION 42RX REBUILT ARIEL CORP. B0310E
1654,ARC-215075,Adapter - Misc,MURPHY ADAPTER SENSOR 316 SS MURPHY E2470440
1655,ARC-182224,Gasket - Compressor - Misc,ARIEL CORP. GASKET COMPRESSOR ARIEL CORP. B0419
1656,ARC-192641,Alternator,CATERPILLAR ALTERNATOR 60A 24V OEM REBUILT CATERPILLAR 10R8877
1658,ARC-223845,Paint,FLAME CONTROL COATINGS PAINT HEAT RESISTANT COATING GLOSS SILVER MODIFIED SILICONE-ALKYD BRAND NAME: TEMPERKOTE 850 HEAT RESISTANCE UP TO 850 DEG F USE NO PRIMER FOR NO.2 SILVER/APPLY DIRECT TO METAL FLAME CONTROL COATINGS
1659,ARC-261972,No Flow,WHITLOCK TIMER DIGITAL NO FLOW 2 MINUTES LED CYCLE INDICATOR CONTAINS MAGNET ASSEMBLY #000012 F/ LINCOLN DROPSA/LINCOLN/SBCO/LUBRIQUIP-TRABON DIVIDER BLOCKS WHITLOCK 000506
1660,ARC-176578,Ignition - Mag,ALTRONIC MAGNETO ALTRONIC III 6-OUTPUT VERTICAL FLANGE MOUNT 1 SLOT ALTRONIC 6A39HA
1661,ARC-219135,Sensor - Engine,CATERPILLAR SENSOR TEMPERATURE CATERPILLAR 3832992
1662,ARC-242277,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 2200 PSI SET 1 MNPT X 1 FNPT SS BODY VIRGIN PEEK SEAT 17-4 SS DISC 17-4 SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 MERCER VALVE 9117D61P15I1
1663,ARC-256266,Pump - Water,WAUKESHA PUMP WATER F18 WAUKESHA 207482W
1664,ARC-175297,Piston - Compressor - Ring,COOPER-AJAX RING PISTON COMPRESSOR COOPER-AJAX YAE51051500
1665,ARC-168673,Sensor - Engine,MURPHY KIT REPLACEMENT EICS SPEED SENSOR HALL EFFECT MURPHY 48000044
1666,ARC-176769,Panel,ALTRONIC PANEL CONTROL SAFETY SHUTDOWN 16 POSITION  APPLICATION: SAFETY SHUTDOWN  VOLTAGE: 12/24 V  CURRENT TYPE: DC  SEALED MEMBRANE KEYPAD 4 X 20 CHARACTER BACKLIT LCD DISPLAY ALTRONIC DE3000
1667,ARC-187009,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD MT PLATES 52RX ARIEL CORP. KB3166AA
1668,ARC-242289,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 500 PSI SET 1 MNPT X 1 FNPT SS BODY 15% GLASS FILLED TEFLON SEAT 17-4 SS DISC 17-4 SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP 17-7 PH SS SPRING ASME SECTION VIII - DIV 1 MERCER VALVE 91
1669,ARC-198983,Filter - Air,CATERPILLAR FILTER ELEMENT AIR CLEANER 104.8MM ID 149.2MM OD 320.7MM LG CATERPILLAR 6I2502
1670,ARC-181160,Block,ARIEL CORP. BLOCK DISTRIBUTION 18T/6S/6T ARIEL CORP. A8935
1671,ARC-223618,Starter,TDI STARTER PNEUMATIC 1050 SCFM 150 PSI T100 B/P REBUILT TDI T10960K114B1R14E
1672,ARC-210278,Valve - Misc,EMIT TECHNOLOGIES VALVE STEPPER 3/4 NPT
1673,ARC-243145,Hose,METRON TECHNOLOGY HOSE 1 ID 18 LG 1 MNPT X 1 FJIC SS
1675,ARC-176568,Ignition - Mag,ALTRONIC MAGNETO ALTRONIC V 6-OUTPUT FLANGE MOUNT 2 SLOT REBUILT ALTRONIC 6A34GV
1676,ARC-178627,Piston - Compressor - Ring ,ARIEL CORP. RING PISTON 11-1/2 DIA JGR:RJ ARIEL CORP. A0624
1677,ARC-202861,Pump - Misc,TRABON PUMP HAND 5000 PSI TRABON 382510
1678,ARC-231516,Belt,GATES BELT V 1 BAND 123 LG 0.656 TOP WD 0.406 THK B GATES B120
1679,ARC-182013,Compressor Valve - Discharge,ARIEL CORP. VALVE COMPRESSOR CYLINDER DISCHARGE REBUILT ARIEL CORP. B0270G
1680,ARC-192213,Oil Cooler,CATERPILLAR COOLER OIL G3508 OEM REBUILT
1681,ARC-266867,Hose,GATES HOSE COOLANT 2-3/8 DIA GREEN STRIPE 2-PLY GATES 24238
1682,ARC-245271,Valve - Check,SWAGELOK VALVE CHECK POPPET INLINE 1/2 TUBE 6000 PSI 316 SS BODY TWO-PIECE BODY 316 SS FLUOROCARBON FKM SWAGELOK SSCHS813
1683,ARC-183770,Compressor Valve - Discharge,ARIEL CORP. VALVE COMPRESSOR CYLINDER DISCHARGE MT POLYMER PLATES 137CHT ARIEL CORP. B2268AA
1684,ARC-245138,Controller - Liquid Level,NORRISEAL CONTROLLER LIQUID LEVEL DIRECT SNAP ACTING 2 MNPT 1500 PSI PNEUMATIC OPERATED LCC BODY NORRISEAL EVS2SM36BBDBN
1685,ARC-186062,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD 52RX ARIEL CORP. KB0252F
1686,ARC-177597,Misc,ARCUSAFLEX ELEMENT COUPLING RBR
1687,ARC-222700,Starter,AC DELCO STARTER 12VDC 28MT 12 TOOTH 3300 AC DELCO 28MT12V12T
1688,ARC-219952,Adapter - Misc,NONE ADAPTER FANSHAFT SLIP-ON
1689,ARC-222757,Catalyst Element,DCL ELEMENT CATALYST 3-WAY 12 DIA X 3-1/2 THK RND DCL A7YF014OG231
1690,ARC-244741,Valve - Control,NORRISEAL VALVE CONTROL TEE BODY REVERSE ACTING ACTUATOR FAIL CLOSE WCC CS BODY 1 FNPT
1691,ARC-264923,Pump - Diaphragm,WILDEN PUMP DIAPHRAGM 1 FNPT INLET 1 FNPT OUTLET 125 PSI 56 GPM WASTE OIL PUMP WILDEN P200AAPPPBNSBNABN0695
1692,ARC-181734,Piston - Compressor,ARIEL CORP. PISTON COMPRESSOR 2-3/4 DIA ARIEL CORP. B0224
1693,ARC-195853,Misc,CATERPILLAR COVER HEAD CATERPILLAR 2W1084
1694,ARC-181886,Compressor Valve - Discharge,ARIEL CORP. VALVE COMPRESSOR CYLINDER DISCHARGE REBUILT ARIEL CORP. B0261F
1695,ARC-273474,Telematics,ENBASE BOARD PRINTED CIRCUIT EXPANSION INPUT/OUTPUT ENBASE IO1003
1696,ARC-271966,Compressor Valve - Discharge,ARIEL CORP. VALVE COMPRESSOR CYLINDER DISCHARGE MTX PLATES 52RX ARIEL COMPRESSOR REBUILT ARIEL CORP. B3492CC
1697,ARC-224177,Head,CATERPILLAR HEAD CYLINDER ENGINE G3306 SHORT VALVE OEM REBUILT CATERPILLAR 20R3467
1698,ARC-271774,Packing Kit,ARIEL CORP. PACKING PREFORMED CASE 1.125 DIA 1 PIECE ARIEL CORP. B8647
1699,ARC-248434,Actuator,REXROTH ACTUATOR 2 TRAVEL 3-15 PSI REXROTH A2H
1700,ARC-196516,Misc,CATERPILLAR COUPLING CATERPILLAR 3N1322
1701,ARC-224168,Wire - Misc,STANDARD MOTOR PRODUCTS  INC WIRE ELECTRIC STARTER 12 LG STANDARD MOTOR PRODUCTS  INC CS0L
1702,ARC-244163,Temperature Scanner,MURPHY SCANNER TEMPERATURE DIGITAL 120/80-250VAC/DC 6 CHANNEL SCR SQUARE HOLE MOUNT FAHRENHEIT DISPLAY TYPE K THERMOCOUPLE SCR OUTPUTS  AC/DC MURPHY TDX6AFK
1703,ARC-244668,Controller - Misc,NORRISEAL CONTROLLER DISPLACER
1704,ARC-192224,Pump - Water,CATERPILLAR PUMP WATER G3408 REBUILT CATERPILLAR 0R8803
1705,ARC-241952,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 1000 PSI SET 1/2 ORIFICE 1 MNPT X 1 FNPT SS BODY 15% GLASS FILLED TEFLON SEAT SS DISC SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 MERCER VALVE 8117151T62G11
1706,ARC-243808,Valve - Control,MURPHY VALVE CONTROL REVERSE ACTING ACTUATOR FAIL CLOSE CS BODY 2 MNPT X 1 FNPT
1707,ARC-181885,Compressor Valve - Discharge,ARIEL CORP. VALVE COMPRESSOR CYLINDER DISCHARGE ARIEL CORP. B0261F
1708,ARC-216299,Connecting Rod - Engine - Bearing,CATERPILLAR BEARING CONNECTING ROD CATERPILLAR 3342669
1709,ARC-182776,Misc,ARIEL CORP. NUT PLAIN FINISH ARIEL CORP. B1260
1710,ARC-211845,Piston - Engine,ENDYN PISTON ENGINE 9-1/2 DIA ASSEMBLY ENDYN YAE6016A
1711,ARC-256481,Valve - Misc,WAUKESHA VALVE CYL HEAD 3-WAY PILOT PRELUBE SYSTEM WAUKESHA 208569D
1712,ARC-244183,Annunciator,MURPHY ANNUNCIATOR DIGITAL FAULT 32 POINT 12/24VDC
1713,ARC-181480,Compressor Valve - Suction,ARIEL CORP. VALVE COMPRESSOR CYLINDER SUCTION 79RX ARIEL CORP. B0055F
1714,ARC-251744,Valve - Relief,TAYLOR VALVE RELIEF CONVENTIONAL SPRING DESIGN 250 PSI SET 1 MNPT X 1 FNPT -15 DEG F TO 400 DEG F CLOSED CAP SS SPRING ASME SECTION VIII - DIV 1 TAYLOR 82E5351311
1715,ARC-184407,Compressor Valve - Suction,ARIEL CORP. VALVE COMPRESSOR CYLINDER SUCTION MT PLATES 42RX ARIEL CORP. B3687AA
1716,ARC-193248,Misc,CATERPILLAR BODY THROTTLE CARBURETOR MIXER G3516 CATERPILLAR 1337592
1717,ARC-244687,Controller - Liquid Level,NORRISEAL CONTROLLER LIQUID LEVEL DIRECT SNAP ACTING 2 NPT 6000 PSI PNEUMATIC OPERATED LCC BODY
